caseNum,date,confidence,species,age,pathogen,numFish,fish,numPositive,prevalence,comments,location,latitude,longitude
C89-018,2/8/09,High,SH,adult,,90,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C89-020A,2/21/09,Medium,BN,fry,CTV,25,TRUE,5,0.2,,"UCD Challenge x C88-087, California",37.25510025,-119.6175232
C89-020B,2/21/09,Medium,BK,fry,CTV,25,TRUE,5,0.2,,"UCD Challenge x C88-081, California",37.25510025,-119.6175232
C89-021A,2/22/09,High,COHO,yearling,,10,FALSE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C89-021B,2/22/09,High,CHIN,fry,,10,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C89-022,2/22/09,High,CT,brood,,14,FALSE,0,0,,"HSU Hatchery, California",37.25510025,-119.6175232
C89-023,2/28/09,High,SH,yearling,IHN,60,TRUE,3,0.05,sn Ab type 1,"Trinity River, California",41.184532,-123.706795
C89-024,2/28/09,High,RT,NR,,60,TRUE,0,0,,"Yountville, California",38.40345001,-122.3618393
C89-025,2/28/09,High,RT,NR,,60,TRUE,0,0,,"Yountville, California",38.40345001,-122.3618393
C89-026a,3/6/09,High,SH,adult,,12,FALSE,0,0,,"Feather River, California",40.25603485,-121.1524277
C89-026b,3/6/09,High,SH,adult,,15,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C89-027,3/6/09,High,SH,adult,,12,FALSE,0,0,,"Eel River , California",40.664711,-124.2885437
C89-028A,3/6/09,High,SH,adult,IHN,14,FALSE,1,0.071428571,sn Ab type 1,"Trinity River, California",41.184532,-123.706795
C89-028B,3/6/09,High,CHIN,fry,IHN,2,FALSE,2,1,sn Ab type 1,"Trinity River, California",41.184532,-123.706795
C89-029,3/8/09,High,SH,yearling,,7,FALSE,0,0,,"Trinity River, California",41.184532,-123.706795
C89-030A,3/9/09,High,SH,adult,,5,FALSE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C89-030B,3/9/09,High,SH,adult,,4,FALSE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C89-031A,3/13/09,High,BK,NR,CTV,60,TRUE,12,0.2,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C89-031B,3/13/09,High,BN,NR,,60,TRUE,0,0,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C89-032A,3/14/09,Medium,BN,NR,,10,TRUE,5,0.5,,"UCD Challenge x C89-020, California",37.25510025,-119.6175232
C89-032B,3/14/09,Medium,BK,NR,,10,TRUE,6,0.6,,"UCD Challenge x C89-020, California",37.25510025,-119.6175232
C89-033,3/15/09,High,SH,adult,,41,FALSE,0,0,,"Snow Mt, California",37.25510025,-119.6175232
C89-034,3/15/09,High,STG,adult,,7,TRUE,0,0,,"Noyo River, California",39.43839264,-123.7695999
C89-036,3/23/09,High,SH,adult,,7,FALSE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C89-037,3/22/09,High,NR,NR,,55,TRUE,0,0,,"Bonytail Chubs, California",37.25510025,-119.6175232
C89-038,3/22/09,High,RT,brood,CTV,70,TRUE,6,0.085714286,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C89-039,3/23/09,High,STG,NR,NR,1,TRUE,,0,,"Sea Farm, California",37.25510025,-119.6175232
C89-040,3/25/09,High,SH,adult,,15,TRUE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C89-041,3/24/09,High,STG,adult,,1,TRUE,0,0,,"Sturgeon Spawning, California",37.25510025,-119.6175232
C89-042,3/28/09,High,STG,adult,,2,TRUE,0,0,,"The Fishery, California",37.25510025,-119.6175232
C89-043,3/30/09,High,STG,adult,,1,TRUE,0,0,,"Sea Farm, California",37.25510025,-119.6175232
C89-044,3/30/09,High,SH,adult,,2,TRUE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C89-045,4/3/09,High,STG,adult,,3,TRUE,,0,,"Sturgeon Spawning, California",37.25510025,-119.6175232
C89-046,4/4/09,High,RT,brood,,60,TRUE,0,0,,"Eagle Lake, California",40.64317322,-120.7392349
C89-047,4/6/09,High,RT,adult,,60,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C89-048,4/11/09,High,AS,adult,,1,FALSE,0,0,,"Silverking, California",38.06393814,-121.4356689
C89-049a,4/13/09,Medium,COHO,fing,,25,TRUE,0,0,,"UCD Challenge x C88-087, California",37.25510025,-119.6175232
C89-049b,4/13/09,Medium,RT,fing,CTV,25,TRUE,3,0.12,,"UCD Challenge x C88-087, California",37.25510025,-119.6175232
C89-050a,4/17/09,High,BN,brood,CTV,10,FALSE,1,0.1,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C89-050b,4/17/09,High,BK,fry,CTV,60,TRUE,12,0.2,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C89-051a,4/18/09,High,BK,brood,,10,FALSE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C89-051b,4/18/09,High,BK,fing,CTV,60,TRUE,4,0.066666667,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C89-052,4/24/09,High,RT,subcatch,,60,TRUE,0,0,,"Fish Springs Trout Hatchery, California",37.0737114,-118.2519379
C89-053,4/24/09,High,RT,NR,,60,TRUE,0,0,,"Fillmore Trout Hatchery, California",34.39847183,-118.9133224
C89-054a,4/25/09,High,RT,adult,,50,TRUE,0,0,,"Junction Reservoir, California",38.33605576,-119.4776077
C89-054b,4/25/09,High,RT,adult,,20,TRUE,0,0,,"Junction Reservoir, California",38.33605576,-119.4776077
C89-055a,5/3/09,High,RT,NR,,5,TRUE,0,0,,"Mojave River, California",35.04673767,-116.4307632
C89-055b,5/3/09,High,RT,NR,,5,TRUE,0,0,,"Mojave River, California",35.04673767,-116.4307632
C89-056,5/4/09,High,SH,yearling,,60,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C89-057,5/9/09,High,Hybrid bass,fing,,60,TRUE,0,0,,"ASI- MECCA,CA( Florida-Ron Slay), California",33.57194901,-116.0734177
C89-058,5/10/09,High,RT,NR,,60,TRUE,0,0,,"Darrah Springs Hatchery, California",40.43223953,-121.9827576
C89-059,5/18/09,High,RT,NR,,60,TRUE,0,0,,"Owens River, California",36.47491074,-117.9472198
C89-060,5/25/09,High,CT,adult,CTV,20,TRUE,4,0.2,,"Heenan Lake, California",38.65074158,-119.6596603
C89-061a,5/31/09,High,GT,adult,,10,FALSE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C89-061b,5/31/09,High,GT,adult,,4,FALSE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C89-062a,6/7/09,High,SH,fing,,5,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C89-062b,6/7/09,High,SH,fing,,10,TRUE,0,0,,"Perch Creek, California",37.25510025,-119.6175232
C89-063,6/12/09,High,RT,fry,,10,TRUE,0,0,,"Darrah Springs Hatchery, California",40.43223953,-121.9827576
C89-064,6/13/09,High,Razorback sucker,NR,,30,TRUE,0,0,,"IWH, California",37.25510025,-119.6175232
C89-065,6/14/09,High,Hybrid bass,fing,,60,TRUE,0,0,,"ASI- MECCA,CA( Arkansas- Mike Freese), California",33.57194901,-116.0734177
C89-066,6/28/09,High,CT,fry,,60,TRUE,0,0,,"Darrah Springs Hatchery, California",40.43223953,-121.9827576
C89-067,6/30/09,High,BK,fing,CTV,60,TRUE,6,0.1,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C89-068a,7/5/09,High,RT,fing,,5,TRUE,0,0,,"Fish Disease Lab, California",37.25510025,-119.6175232
C89-068b,7/5/09,High,COHO,fing,,5,TRUE,0,0,,"Fish Disease Lab, California",37.25510025,-119.6175232
C89-069,7/24/09,High,RT,fing,,60,TRUE,0,0,,"Hot Creek, California",37.70129013,-118.7706528
C89-070,7/25/09,High,CHIN,NR,,2,FALSE,0,0,,"Hoopa Fisheries, California",37.25510025,-119.6175232
C89-071a,8/3/09,High,BN,NR,CTV,60,TRUE,3,0.05,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C89-071b,8/3/09,High,BK,NR,CTV,55,TRUE,2,0.036363636,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C89-072a,8/15/09,High,RT,2-3 yr,CTV,50,TRUE,3,0.06,,"Hot Creek, California",37.70129013,-118.7706528
C89-072b,8/15/09,High,RT,2-3 yr,,20,TRUE,0,0,,"Hot Creek, California",37.70129013,-118.7706528
C89-073a,8/29/09,High,RT,0,,60,TRUE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C89-073b,8/29/09,High,CHIN,NR,,60,TRUE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C89-074a,8/30/09,High,RT,NR,,3,FALSE,0,0,,"Bluff Springs, California",40.40206909,-121.8130722
C89-074b,8/30/09,High,CHIN,NR,,1,FALSE,0,0,,"Darrah Springs Hatchery, California",40.43223953,-121.9827576
C89-075a,9/6/09,High,Bull trout,NR,,2,FALSE,0,0,,"Demming Crk, California",37.25510025,-119.6175232
C89-075b,9/6/09,High,Bull trout,NR,,2,FALSE,0,0,,"Leonard Creek OR, California",41.44060135,-76.01940155
C89-075c,9/6/09,High,Bull trout,NR,,1,FALSE,0,0,,"Brownsworth Creek, California",37.25510025,-119.6175232
C89-076a,9/13/09,High,RT,adult,CTV,10,FALSE,2,0.2,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C89-076b,9/13/09,High,RT,adult,CTV,4,FALSE,1,0.25,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C89-078,9/25/09,High,RT,NR,,60,TRUE,0,0,,"Pine Creek, California",37.90076828,-121.9925766
C89-079,9/27/09,High,CT,fing,,60,TRUE,0,0,,"Moccasin Creek, California",37.25510025,-119.6175232
C89-080a,9/28/09,High,CHIN,adult,IHN,20,FALSE,19,0.95,,"Trinity River, California",41.184532,-123.706795
C89-080b,9/28/09,High,CHIN,yearling,IHN,5,TRUE,1,0.2,,"Trinity River, California",41.184532,-123.706795
C89-081,10/2/09,Low,RT,adult,CTV,150,TRUE,1,0.006666667,,"Trophy Fish Ranch, California",37.86129833,-122.2109967
C89-082,10/9/09,High,RT,adult,CTV like,60,TRUE,1,0.016666667,,"Oak Springs, California",37.87377167,-122.1814575
C89-083,10/11/09,High,RT,yearling,,60,TRUE,0,0,,"Mojave River, California",35.04673767,-116.4307632
C89-084,10/17/09,High,RT,yearling,,60,TRUE,0,0,,"Mojave River, California",35.04673767,-116.4307632
C89-085,10/24/09,High,BN,adult,CTV,20,FALSE,13,0.65,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C89-086,10/25/09,High,CHIN,adult,,60,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C89-USFWS,10/30/09,High,CHIN,fry,IHN,13,FALSE,13,1,,"Coleman National Fish Hatchery, California",39.17750168,-120.9758301
C89-087,11/7/09,High,KOK,adult,,20,FALSE,0,0,,"Taylor Creek, California",38.93420029,-120.0561676
C89-088a,11/20/09,High,BK,adult,,10,FALSE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C89-088b,11/20/09,High,BK,adult,,4,FALSE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C89-089,12/4/09,High,NR,fing,,60,TRUE,0,0,,"Silverado, California",33.74740982,-117.6385727
C89-090a,12/4/09,High,BN,adult,CTV,50,TRUE,10,0.2,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C89-090b,12/4/09,High,BN,adult,CTV,20,TRUE,4,0.2,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C89-091a,12/5/09,High,NR,adult,,2,FALSE,0,0,,"Los Banos, California",37.06137848,-120.84758
C89-091b,12/5/09,High,NR,adult,,6,FALSE,0,0,,"Merced River, California",37.64046097,-120.4578018
C89-092,12/6/09,High,COHO,adult,,20,FALSE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C89-093,12/7/09,High,COHO,adult,,20,FALSE,0,0,,"Trinity River, California",41.184532,-123.706795
C89-094,12/6/09,High,Salton,NR,,5,TRUE,0,0,,"Salton Sea, California",33.31297302,-115.8171005
C89-095a,12/7/09,High,RT,adult,CTV,50,TRUE,2,0.04,,"Hot Creek, California",37.70129013,-118.7706528
C89-095b,12/7/09,High,RT,adult,,20,TRUE,0,0,,"Hot Creek, California",37.70129013,-118.7706528
C89-096,12/8/09,High,COHO,adult,,3,FALSE,0,0,,"Noyo River, California",39.43839264,-123.7695999
C89-097a,12/4/09,High,NR,adult,,3,FALSE,0,0,,"Merced River, California",37.64046097,-120.4578018
C89-097b,12/4/09,High,NR,adult,,7,FALSE,0,0,,"Los Banos, California",37.06137848,-120.84758
C89-098a,12/12/09,High,RT,adult,CTV,60,TRUE,4,0.066666667,,"Mt Lassen -- Jeffcoate East, California",37.25510025,-119.6175232
C89-098b,12/12/09,High,RT,adult,,20,TRUE,0,0,,"Mt Lassen -- Jeffcoate East, California",37.25510025,-119.6175232
C89-099a,12/12/09,High,RT,adult,CTV,60,TRUE,1,0.016666667,,"Mt Lassen -- Meadowbrook, California",33.72583008,-117.2850037
C89-099b,12/12/09,High,RT,adult,,20,TRUE,0,0,,"Mt Lassen -- Meadowbrook, California",33.72583008,-117.2850037
C89-100a,12/13/09,High,RT,adult,,11,TRUE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C89-100b,12/13/09,High,RT,adult,CTV,20,TRUE,2,0.1,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C89-101,12/18/09,High,RT,adult,CTV,20,TRUE,13,0.65,,"Roaring River, California",36.76251984,-118.6172333
C90-001,1/10/10,High,RT,fing,,60,TRUE,0,0,,"Hot Creek, California",37.70129013,-118.7706528
C90-002,1/11/10,High,COHO,adult,,12,FALSE,0,0,,"Noyo River, California",39.43839264,-123.7695999
C90-003,1/19/10,High,CT,adult,,6,FALSE,0,0,,"HSU Hatchery, California",37.25510025,-119.6175232
C90-004,12/27/89,High,CAT,NR,CCV,29,TRUE,0,0,,"California Aquaduct, California",37.74187851,-121.5546036
C90-005,1/22/10,High,RT,sac fry,,160,TRUE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C90-028,2/22/09,High,CHIN,fry,,4,FALSE,0,0,,"Trinity River, California",41.184532,-123.706795
C90-029,2/27/09,High,NR,NR,,20,TRUE,0,0,,"Indio, California",33.72169876,-116.2194214
C90-030,2/28/09,High,SH,adult,,3,FALSE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C90-031,3/5/09,High,SH,adult,,25,FALSE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C90-032,3/8/09,High,RT,NR,,60,TRUE,0,0,,"Yountville, California",38.40345001,-122.3618393
C90-033,3/8/09,High,LT,NR,,60,TRUE,0,0,,"Yountville, California",38.40345001,-122.3618393
C90-034,3/13/09,High,NR,brood,,60,TRUE,0,0,,"Dept. of Wildlife, California",37.25510025,-119.6175232
C90-035,3/14/09,High,RT,brood,,21,FALSE,2,0.095238095,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C90-036,3/22/09,High,RT,brood,,24,TRUE,0,0,,"Eagle Lake, California",40.64317322,-120.7392349
C90-037,3/20/09,High,CAT,NR,,29,TRUE,0,0,,"Noyo River, California",39.43839264,-123.7695999
C90-038,4/4/09,High,RT,fing,,60,TRUE,0,0,,"Mojave River, California",35.04673767,-116.4307632
C90-039,4/9/09,High,RT,fing,,40,TRUE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C90-040a,4/10/09,High,RT,2-3 yr,CTV,30,TRUE,6,0.2,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C90-040b,4/10/09,High,RT,2-3 yr,,20,TRUE,0,0,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C90-041,4/11/09,High,RT,0,,58,TRUE,0,0,,"Fillmore Trout Hatchery, California",34.39847183,-118.9133224
C90-042,4/17/09,High,CT,adult,,60,TRUE,0,0,,"Lake Lenore, California",37.25510025,-119.6175232
C90-043,4/25/09,High,CHIN,NR,,3,FALSE,0,0,FCS,"Trinity River, California",41.184532,-123.706795
C90-044a,4/25/09,High,RT,adult,,50,TRUE,0,0,,"Junction Reservoir, California",38.33605576,-119.4776077
C90-044b,4/25/09,High,RT,adult,,20,TRUE,0,0,,"Junction Reservoir, California",38.33605576,-119.4776077
C90-045,4/26/09,High,RT,NR,,10,TRUE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C90-046,5/2/09,Medium,RT,fing,,60,TRUE,0,0,,"Alpers Owens River Ranch, California",36.47491074,-117.9472198
C91-095,12/10/04,High,CHIN,adult,Paramyxo,28,FALSE,1,0.035714286,at Los Banos,"Merced River, California",37.64046097,-120.4578018
C92-050,10/6/09,High,CHIN,adult,,20,FALSE,0,0,,"Feather River, California",40.25603485,-121.1524277
C92-051,10/5/09,High,NR,adult,,20,FALSE,0,0,,"Trinity River, California",41.184532,-123.706795
C92-052,10/8/09,High,CHIN,adult,,20,FALSE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C92-053,10/8/09,High,CHIN,adult,,10,FALSE,0,0,LSCS,"Feather River, California",40.25603485,-121.1524277
C92-057,10/26/04,High,CHIN,adult,Paramyxo,20,FALSE,3,0.15,,"Feather River, California",40.25603485,-121.1524277
C93-005A,1/21/04,High,CHIN,adult,,2,FALSE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C93-005B,1/21/04,High,COHO,adult,Reo,16,FALSE,2,0.125,,"Warm Springs , California",37.48048019,-121.9169006
C93-005C,1/21/04,High,SH,adult,Paramyxo,19,FALSE,1,0.052631579,,"Warm Springs , California",37.48048019,-121.9169006
C093-048,8/19/93,High,BN,adult,,6,FALSE,0,0,,"Donner Creek, California",39.32136154,-120.2090378
C093-051,8/20/07,High,GT,adult,,5,TRUE,0,0,,"Kern River, California",36.69667053,-118.3980637
C093-054,9/8/07,High,RT,adult,,12,FALSE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C093-055a,9/9/07,High,KOK,adult,,8,FALSE,0,0,,"Twin Lakes, California",36.96754837,-121.9968719
C093-055b,9/9/07,High,KOK,adult,BKD,4,FALSE,0,0,,"Twin Lakes, California",36.96754837,-121.9968719
C093-056,9/9/07,High,TL,adult,,4,TRUE,0,0,,"Solar Aqua Farms, California",37.25510025,-119.6175232
C093-058a,9/21/07,High,KOK,adult,BKD,6,FALSE,0,0,,"Coffee Creek, California",41.08501816,-122.706871
C093-058b,9/21/07,High,KOK,adult,,6,FALSE,0,0,,"Coffee Creek, California",41.08501816,-122.706871
C093-059,9/27/07,High,CHIN,adult,,30,FALSE,0,0,,"Trinity River, California",41.184532,-123.706795
C093-060,9/30/07,High,CHIN,adult,,20,FALSE,0,0,,"Feather River, California",40.25603485,-121.1524277
C093-061,10/4/07,High,CHIN,adult,,30,FALSE,0,0,,"Trinity River, California",41.184532,-123.706795
C093-062,10/1/07,High,CC,fing,,8,TRUE,0,0,,"Lake Balboa, California",34.20700836,-118.5011368
C093-063,10/6/07,High,CHIN,adult,,12,FALSE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C093-064,10/12/07,High,CHIN,adult,,20,FALSE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C093-065,10/12/07,High,CHIN,adult,,12,FALSE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C093-066,10/18/07,High,CHIN,adult,,20,FALSE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C093-067a,10/19/07,High,BN,adult,CTV,2,FALSE,1,0.5,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C093-067b,10/19/07,High,BN,adult,CTV like,5,FALSE,5,1,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C093-068,10/26/07,High,KOK,adult,,12,FALSE,0,0,,"Buck's Lake, California",39.87049103,-121.1736832
C093-069,10/25/07,High,CHIN,adult,,24,FALSE,0,0,FCS,"Merced River, California",37.64046097,-120.4578018
C093-070,11/1/07,High,CHIN,adult,IHN,29,FALSE,13,0.448275862,sn Ab type 1; FCS,"Trinity River, California",41.184532,-123.706795
C093-074,11/8/07,High,CHIN,adult,IHN,30,FALSE,24,0.8,sn Ab type 1; FCS,"Trinity River, California",41.184532,-123.706795
C093-075,11/11/07,High,WSB,adult,,6,FALSE,0,0,,"Channel island harbor, California",37.25510025,-119.6175232
C093-076,11/8/07,High,CHIN,adult,,52,FALSE,0,0,,"Snelling, California",37.51893997,-120.439209
C093-077,11/15/07,High,CHIN,adult,,60,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C093-078a,11/16/07,High,BK,adult,,4,FALSE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C093-078b,11/16/07,High,RT,adult,,4,FALSE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C093-078c,11/16/07,High,RT,adult,,10,FALSE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C093-079a,11/16/07,High,RT,adult,,20,TRUE,0,0,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C093-079b,11/16/07,High,RT,adult,CTV like,35,TRUE,3,0.085714286,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C093-079c,11/16/07,High,RT,adult,CTV like,27,TRUE,2,0.074074074,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C093-080,11/17/07,High,BK,adult,,12,FALSE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C093-083,11/22/07,High,CHIN,adult,IHN,20,FALSE,20,1,sn Ab type 2; FCS,"Feather River, California",40.25603485,-121.1524277
C093-086,11/15/07,High,CHIN,adult,,48,TRUE,0,0,,"Merced River, California",37.64046097,-120.4578018
C93-092,12/2/07,High,HER,NR,,15,TRUE,0,0,,"Bodega Marine laboratory, California",37.25510025,-119.6175232
C93-093,12/7/07,High,CHIN,adult,IHN,55,TRUE,11,0.2,sn Ab type 2,"Nimbus, California",38.62945175,-121.2159576
C93-095a,12/10/06,High,RT,adult,,20,TRUE,0,0,,"Hot Creek, California",37.70129013,-118.7706528
C93-095b,12/10/06,High,RT,adult,CTV,35,TRUE,1,0.028571429,,"Hot Creek, California",37.70129013,-118.7706528
C93-095c,12/10/06,High,RT,adult,CTV,35,TRUE,1,0.028571429,,"Hot Creek, California",37.70129013,-118.7706528
C93-096,12/10/06,High,CHIN,adult,IHN,12,TRUE,11,0.916666667,sn Ab type 2,"Mokelumne River, California",38.1606369,-121.2084808
C93-097,12/20/06,High,HER,NR,,15,TRUE,0,0,,"Bodega Marine laboratory, California",37.25510025,-119.6175232
C94-006,1/11/06,High,RT,adult,CTV,4,FALSE,2,0.5,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C94-006,1/11/06,High,RT,adult,CTV,10,FALSE,7,0.7,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C94-009,1/19/06,High,RT,adult,CTV,10,FALSE,6,0.6,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C94-01,2/1/06,High,RT,adult,,60,TRUE,0,0,,"Mojave River, California",35.04673767,-116.4307632
C94-012,2/3/06,High,HER,adult,,95,TRUE,0,0,,"San Francisco Bay, California",37.71111679,-122.2982483
C94-013,2/9/06,High,HER,adult,,60,TRUE,0,0,,"Tomales Bay, California",38.16559219,-122.9064941
C94-014,2/15/06,High,CHIN,NR,,60,TRUE,0,0,,"Yountville, California",38.40345001,-122.3618393
C94-015,2/17/06,High,RT,yearling,,5,TRUE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C94-017,3/10/06,High,KOK,fry,,60,TRUE,0,0,,"Yountville, California",38.40345001,-122.3618393
C94-019,3/22/06,High,RT,adult,,30,TRUE,0,0,,"Lost Creek, California",37.25510025,-119.6175232
C94-020,3/22/06,High,RT,adult,,30,TRUE,0,0,,"Whitewater, California",33.93555832,-116.6872177
